lon,lat
-79.3411353523168,43.6715933070035
-79.4075688778755,43.7001839477528
-79.3450914206386,43.670269418697
-79.3403348030132,43.6869234755197
-79.3897154051406,43.8019018181775
-79.3555897494576,43.8000082951789
-79.3958682726885,43.7059243745825
-79.3139753769948,43.69427772079
-79.3965397763581,43.7668712283161
-79.3479129879176,43.6874016694889
-79.4050720966729,43.6796400061768
-79.3681917976761,43.7110955167101
-79.4164288122762,43.6523322095399
-79.4039085268544,43.6602801575324
-79.408792223053,43.771937225979
-79.3091232183037,43.665616871248
-79.4251255481303,43.6669921446519
-79.4274694794947,43.6507892970496
-79.3392012063287,43.6656713932224
-79.3712827379444,43.6874919090983
-79.3588322174871,43.7374421309626
-79.4367572798336,43.6912658376414
-79.3400666595362,43.727142752686
-79.4208074046598,43.6605886914157
-79.4272139570543,43.6589889379107
-79.3833417791491,43.688278115661
-79.4070430255311,43.7919814000068
-79.4050405128759,43.672867549662
-79.36423297225,43.7497659574227
-79.4177522936278,43.6667116174787
-79.4372931494365,43.6536724744853
-79.3886398412731,43.788310265317
-79.3713697070691,43.7041765411681
-79.3524356468457,43.6717606200134
-79.4029333787384,43.7690130506601
-79.32756876526,43.687162809672
-79.3665179209013,43.7643216611319
-79.3442048049468,43.6846499801358
-79.4178426338316,43.683850387612
-79.4448472912868,43.6422265238672
-79.3320460588578,43.6679355568417
-79.3964755603478,43.7712179513916
-79.4928862046577,43.6915325547822
-79.3305698669064,43.6902143481238
-79.4074844966226,43.6454358744698
-79.3510628218938,43.6668708021833
-79.3567180475299,43.7159111156296
-79.4619723154675,43.683512006443
-79.332124495804,43.6717205253336
-79.3752759318609,43.6894992619967
-79.3770589920329,43.6763171499677
-79.3435070802316,43.7468984387839
-79.3889460799207,43.7760976745013
-79.3445233629851,43.6448508965342
-79.3973336500181,43.7751314704242
-79.3846856145523,43.7436967403506
-79.3582538277167,43.6777461853623
-79.3638555769659,43.7058650853088
-79.4409330937101,43.6547262690496
-79.4221871117279,43.6747648980323
-79.3971870258657,43.7906225148336
-79.3426148750953,43.6590863727409
-79.3874500481963,43.6822043977866
-79.4266232120812,43.6751090144297
-79.3378047597254,43.6595431566387
-79.4239287037688,43.6586305070959
-79.3722406797481,43.7444554433628
-79.4025245565238,43.7650711916131
-79.2894441264733,43.7558112082152
-79.3500062795875,43.6744838561863
-79.3006219114345,43.6737038988508
-79.3958408639473,43.7952399007054
-79.417874888739,43.6706304729438
-79.345809540639,43.6632740064718
-79.3831767619364,43.7119659488667
-79.4018517682679,43.7906575046514
-79.4209630723963,43.6519515819615
-79.3879047469964,43.803653531769
-79.3964916051895,43.7796822055669
-79.3479881334846,43.6593784790926
-79.3883952473742,43.7582413786396
-79.4398014214053,43.6386935403442
-79.3642736672534,43.6663828832518
-79.3057602659545,43.6737489538458
-79.396248791654,43.6550552159774
-79.3212855053344,43.6750640709363
-79.3774635126133,43.7460909048646
-79.3641854716304,43.739870198706
-79.3387444196667,43.6906610227157
-79.3725583449288,43.7629754857292
-79.2528238310919,43.7340112016998
-79.3912779152759,43.6905443599463
-79.3899887351555,43.7648172332903
-79.4063156876687,43.7669801782953
-79.3843266285487,43.6775087565714
-79.4127786056344,43.6580183841511
-79.4292290575057,43.6659193612042
-79.4362850323816,43.6490765313768
-79.40675663151,43.7067025126438
-79.4004430720834,43.6392294823549
-79.33660157205,43.6849103016831
-79.3719990632074,43.6940858686418
-79.3297447189679,43.6649455479291
-79.3514100702939,43.7323289747113
-79.4271901824106,43.6458664451339
-79.4004479370529,43.7561171837603
-79.3796784106968,43.683726973478
-79.3573092122849,43.6301402709771
-79.4004527546387,43.7777494692955
-79.324160574218,43.6562330794435
-79.3195759366594,43.6707091779478
-79.4029762513431,43.6847425707488
-79.4161636641131,43.6582452643965
-79.4836267409432,43.6405795182853
-79.4049709151497,43.7995940176916
-79.3626908017622,43.7011106896743
-79.4023249880452,43.654230249412
-79.39703246595,43.6730767343677
-79.3269816597596,43.7913082934037
-79.4270027012632,43.6630908890904
-79.3616453350877,43.7447315641868
-79.3444202479127,43.6934378436144
-79.3150328050661,43.669252023411
-79.3516006426164,43.7369029415647
-79.4077077841753,43.6651618761105
-79.4051728356014,43.7605837508893
-79.3725779143913,43.7567469051966
-79.4000433426889,43.7812480549036
-79.3896557362568,43.771329303277
-79.4191167941339,43.656351318852
-79.3670007105519,43.7446411495027
-79.2959156661635,43.7177489195356
-79.3982994123939,43.8000805675086
-79.4287298552815,43.6350975712813
-79.4110665164285,43.7839856794224
-79.3661990523326,43.6917774729895
-79.3439531746374,43.6882654029337
-79.3480774497383,43.6920776030242
-79.404147673431,43.7952259624833
-79.5209535051409,43.666624478305
-79.3239024653804,43.6812704784509
-79.3521005321101,43.6800273001291
-79.3223284112033,43.6685316795143
-79.4245128372313,43.6542808915151
-79.3242831580147,43.6711340398071
-79.4055318287142,43.6954652835902
-79.3369726888283,43.6881434109256
-79.4220899918666,43.6695512728182
-79.3947988968917,43.7575772732383
-79.3993063284263,43.7678334519616
-79.2568034462043,43.8002352512863
-79.3234253258529,43.6861837830306
-79.5742940747557,43.7129825890882
-79.453873500735,43.7734054761127
-79.5282264339912,43.7115106212724
-79.4472796916905,43.744729252062
-79.4001160533632,43.7956596775899
-79.4408684318699,43.6583429711394
-79.1915091705652,43.8229258937006
-79.4509332976076,43.644603879751
-79.3865389739534,43.6387167949788
-79.3702624589078,43.699949819902
-79.347393251461,43.6957209163964
-79.3476486344722,43.7420488063225
-79.3420435129818,43.6753130035037
-79.4131773771744,43.6624754531203
-79.4484654744935,43.6588977821375
-79.3991446646538,43.7617755700064
-79.3483284807583,43.6788656110684
-79.3898209031818,43.794856064007
-79.3273352099359,43.680545853519
-79.4126263033324,43.6533020166948
-79.3410089562921,43.6789402082693
-79.373879623759,43.6834401879069
-79.3834876072836,43.7206137676409
-79.3325334733731,43.6610754350345
-79.3706231767001,43.6748661370072
-79.3248615936358,43.6748052880318
-79.3530261388966,43.6918934339812
-79.4462080630779,43.6472232341762
-79.3841160403658,43.7535974890113
-79.3857297740046,43.6669916636662
-79.3692801146188,43.6654121882562
-79.4058101058955,43.6566323961669
-79.4139615021238,43.6679143601522
-79.3328969159461,43.6810253982069
-79.2107535054248,43.7638419731741
-79.3522534789667,43.6628422795758
-79.4086240032316,43.6596532337747
-79.328620517767,43.6839420204178
-79.5133807684019,43.7616712104374
-79.3489694355635,43.6695398937602
-79.4077248968783,43.7971359792893
-79.3543968472609,43.6848376263165
-79.4263883904306,43.6693972569183
-79.4146508083222,43.6285515066596
-79.4545029164699,43.6547837976182
-79.4508719809142,43.6416020700815
-79.4344210792416,43.6427013577567
-79.4090822858483,43.7294973109953
-79.4000272986893,43.6783843937295
-79.4238460682908,43.6483038722243
-79.3608217089566,43.7278598029762
-79.3889056705941,43.7799158114765
-79.3323765196203,43.6857918822909
-79.3819254420443,43.692680119475
-79.381188157161,43.760485465891
-79.5406425677331,43.6033428782926
-79.4220788577645,43.6449202457935
-79.4138133281379,43.6425853261492
-79.3775371297499,43.6664623796757
-79.4890782948385,43.6213366965277
-79.4278110910177,43.7407455769491
-79.4291421451516,43.6554311948572
-79.3464816625083,43.6669650013818
-79.3675128045233,43.7077103886297
-79.4499433441349,43.7145220964216
-79.4312954676512,43.6389899946351
-79.4324189716121,43.6525061940488
-79.3399722771206,43.6826677022515
-79.3259111683506,43.6677342001429
-79.404962102809,43.7725516149194
-79.3193260445831,43.6666307734708
-79.5370050950739,43.630983781032
-79.3972412133023,43.7844760352832
-79.4299692967107,43.6733154888446
-79.2811732494938,43.6853842428525
-79.3780248194248,43.7538085734045
-79.3228981140819,43.6906824128538
-79.3440560451001,43.6815887857217
-79.4090797533959,43.6535785063703
-79.448369768177,43.6512247993102
-79.4050960734895,43.6636265820402
-79.3562509450087,43.6890254257535
-79.4474264173197,43.6938361339283
-79.3792302761454,43.6896417891601
-79.482054088361,43.7290795311844
